,Player,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,PAtt,PrgP,Carries,PrgC,DAtt,Succ,PCmp%,#,Nation,Pos,Age,Team,annual_wages,total_transfers
1511,Julien Faussurier,1444,0,4,0,0,9,5,2,0,1019,26,14,24,0.7,0.7,3,51,7,652,883,78,571,46,17,6,0.738391846,22,FRA,RW,34-205,Brest,220000,73.8
1512,Romain Salin,1440,0,0,0,0,0,0,1,0,602,0,1,0,0,0,0,1,0,435,580,1,342,0,1,1,0.75,1,FRA,GK,37-045,Rennes,690000,469.93
1513,Matthew Hoppe,1436,6,2,0,0,22,8,3,0,425,7,4,8,4.1,4.1,0.9,25,4,198,290,15,218,17,28,13,0.682758621,25,USA,FW,20-190,Mallorca,155000,26.5
1514,Juan Jesus,1435,1,0,0,0,4,1,1,0,1093,28,11,22,0.4,0.4,0.2,9,0,862,971,41,672,2,3,2,0.887744593,5,BRA,LB,30-080,Napoli,1850000,733.75
1515,Eduard Lowen,1434,2,2,1,1,36,12,0,0,923,33,9,18,2.7,1.9,4.1,69,3,479,725,72,436,23,34,17,0.660689655,38,GER,LM,24-212,Bochum,1300000,0.35
1516,Sime Vrsaljko,1433,1,2,0,0,4,1,6,0,1108,45,20,15,1.2,1.2,0.4,17,6,648,924,69,511,40,9,6,0.701298701,24,CRO,"CB,FW",29-217,Atlético Madrid,7330000,1271.6
1517,Tom Lacoux,1430,0,0,0,0,5,0,9,1,827,40,21,26,0.1,0.1,0.5,16,3,517,646,34,437,11,21,13,0.800309598,27,FRA,"CM,DM",19-279,Bordeaux,150000,247.16
1518,Sergio Cordova,1418,2,1,0,0,27,5,2,0,520,20,9,18,4.2,4.2,1,32,2,195,302,30,293,23,41,14,0.645695364,9,VEN,FW,24-033,Augsburg,200000,132.01
1519,Manu Vallejo,1418,6,1,0,0,25,16,5,0,611,28,3,15,4.9,4.9,1,32,3,296,409,34,348,29,40,10,0.723716381,21,ESP,FW,24-188,Valencia,2630000,504.3
1520,Jon Morcillo,1417,2,2,0,0,25,8,5,0,709,19,15,10,1.9,1.9,2.8,45,3,336,559,54,425,57,26,13,0.601073345,11,ESP,LM,22-340,Athletic Club,2140000,221.9
1521,Alberto Moreno,1416,3,2,0,0,26,10,3,0,883,20,30,15,3.2,3.2,1.9,41,3,578,718,62,553,44,23,14,0.805013928,18,ESP,LM,29-042,Villarreal,3330000,503.3
1522,Nathan de Medina,1414,0,1,0,0,5,1,7,1,831,33,21,26,0.2,0.2,0.6,6,1,418,634,24,336,7,16,5,0.659305994,15,BEL,LB,23-310,Arminia,210000,10.985
1523,Martin Braithwaite,1410,4,3,0,1,29,10,3,0,473,9,7,4,6.1,5.3,3.6,28,4,272,338,19,289,25,19,11,0.804733728,12,DEN,"LW,LM",30-071,Barcelona,6000000,1752
1524,Pierre-Yves Hamel,1402,4,2,1,1,36,13,8,0,480,26,12,14,4.9,4.1,0.8,29,2,196,299,24,194,8,6,3,0.655518395,29,FRA,CM,27-186,Lorient,150000,53.5
1525,Marin Pongracic,1402,0,0,0,0,1,0,5,1,1129,30,28,23,0.1,0.1,0,9,0,818,956,51,708,9,9,7,0.855648536,34,CRO,CB,24-000,Dortmund,1640000,1092.74
1526,Nico Williams,1394,0,0,0,0,34,10,4,0,716,21,6,18,2.8,2.8,1.3,48,1,324,474,28,467,84,93,47,0.683544304,30,ESP,RM,19-035,Athletic Club,2350000,221.9
1527,Daniel Bessa,1383,1,3,0,0,18,6,6,1,933,22,7,18,1.2,1.2,2.1,45,7,635,778,103,574,35,21,15,0.816195373,24,ITA,CM,28-248,Hellas Verona,830000,177.008
1528,Luis Henrique,1374,0,6,0,0,12,6,0,0,642,9,12,7,1.1,1.1,2.3,39,6,388,503,42,432,42,47,20,0.771371769,11,BRA,RW,19-237,Marseille,890000,321.94
1529,Jean-Daniel Akpa-Akpro,1371,0,1,0,0,15,1,10,0,688,55,20,28,1.2,1.2,0.8,22,1,382,467,29,359,16,36,21,0.817987152,8,CIV,LM,28-314,Lazio,930000,346.366
1530,Anthony Elanga,1369,3,2,0,0,23,8,0,0,703,30,10,18,3.1,3.1,2.5,23,5,381,505,21,411,34,38,14,0.754455446,36,SWE,FW,19-222,Manchester Utd,470000,947.13
1531,Filippo Melegoni,1369,1,0,0,0,17,8,2,0,783,27,16,15,0.8,0.8,1.5,37,2,431,581,43,469,39,27,16,0.741824441,10,ITA,WB,22-184,Genoa,60000,511.115
1532,Hugo Ekitike,1361,10,3,1,2,32,17,2,1,649,19,6,9,6.7,5,1.6,41,9,302,423,19,388,38,56,25,0.713947991,22,FRA,FW,19-049,Reims,120000,131.05
1533,Ilaix Moriba,1360,1,2,0,0,27,8,10,1,876,40,17,31,1.4,1.4,1,26,2,555,658,59,538,25,33,24,0.843465046,26,GUI,RM,18-256,RB Leipzig,1620000,693.79
1534,Jordan Amavi,1354,1,0,0,0,4,1,4,1,1053,33,43,16,0.3,0.3,0.4,25,6,686,847,62,579,33,31,17,0.809917355,23,FRA,LW,27-197,Marseille,1020000,321.94
1535,Sergi Roberto,1346,3,3,0,0,9,4,2,0,1249,14,14,14,1.8,1.8,2.2,25,3,1025,1145,66,715,29,12,11,0.895196507,20,ESP,RM,29-189,Barcelona,9000000,1752
1536,Javi Martinez,1345,1,1,0,0,11,2,1,0,957,31,22,14,0.8,0.8,0.6,32,4,638,788,64,531,31,17,12,0.80964467,28,ESP,RM,21-235,Osasuna,160000,36.05
1537,Levin Oztunali,1330,1,2,0,0,13,5,0,0,647,38,19,18,1.2,1.2,1.4,33,2,284,443,37,306,33,31,15,0.641083521,7,GER,CM,25-152,Union Berlin,860000,59.57
1538,Viktor Kovalenko,1329,1,3,0,0,8,2,4,0,727,16,13,16,0.3,0.3,1.3,27,4,456,598,60,417,15,14,4,0.762541806,8,UKR,RM,25-210,Spezia,3700000,38.097
1539,Carles Perez,1327,3,2,0,0,50,16,2,0,756,17,8,19,4.1,4.1,2.6,71,7,441,550,35,445,57,52,28,0.801818182,11,ESP,RW,23-187,Roma,2560000,1045.163
1540,Iglesias,1324,0,1,0,0,9,1,3,0,762,46,27,19,0.1,0.1,1.2,29,1,274,546,28,302,20,19,10,0.501831502,21,ESP,"FW,RB",23-051,Getafe,155000,146.8
1541,Konrad Laimer,1324,4,4,0,0,18,9,2,0,946,40,5,31,2.6,2.6,2.5,35,7,599,763,67,508,34,33,22,0.785058978,27,AUT,DM,24-085,RB Leipzig,2500000,693.79
1542,Munir El Haddadi,1319,6,2,0,0,43,19,4,0,662,20,10,13,5.4,5.4,1.9,37,5,375,475,43,411,25,30,15,0.789473684,11,MAR,"LW,RW",26-032,Sevilla,4980000,807.11
1543,Toni Lato,1318,1,1,0,0,2,2,8,0,813,30,18,18,0.7,0.7,0.7,18,2,506,676,48,379,14,15,11,0.74852071,3,ESP,LB,23-302,Valencia,1760000,504.3
1544,Samu Castillejo,1306,1,0,0,0,27,7,6,0,702,28,8,25,2.5,2.5,0.8,44,6,410,516,46,446,45,49,30,0.794573643,7,ESP,FW,26-223,Milan,2780000,851.405
1545,Janik Haberer,1304,3,0,0,0,24,6,1,0,696,21,23,15,1.7,1.7,0.1,19,0,408,537,50,310,12,15,8,0.759776536,19,GER,FW,27-134,Freiburg,740000,190.475
1546,Lennart-Marten Czyborra,1304,1,0,0,0,5,2,3,0,751,19,20,6,0.3,0.3,0.4,9,0,442,628,28,350,16,16,6,0.703821656,6,GER,LB,22-117,Arminia,750000,10.985
1547,Steven Alzate,1300,1,0,0,0,8,3,2,0,828,27,18,10,1,1,0.7,30,2,607,682,60,471,19,24,14,0.890029326,17,COL,"DM,CM",22-340,Brighton,780000,447.14
1548,Carlos Bacca,1299,5,1,0,0,29,14,3,0,389,13,4,10,4,4,2.2,27,4,167,267,24,206,18,25,12,0.625468165,20,COL,FW,34-342,Granada,1080000,52.25
1549,Samuel Kalu,1292,5,2,0,0,38,16,4,0,671,29,12,16,2.9,2.9,0.8,35,7,306,421,36,457,50,98,46,0.726840855,28,NGA,LM,24-192,Watford,730000,304.33
1550,Paulinho,1283,4,1,0,0,30,15,1,0,720,22,6,14,4.3,4.3,2.1,52,8,425,534,45,468,59,54,28,0.79588015,7,BRA,LW,21-030,Leverkusen,1300000,585.95
1551,Jeff Reine-Adelaide,1280,1,3,0,0,19,7,1,0,948,12,4,12,1.6,1.6,3.4,48,5,651,779,91,689,46,83,50,0.835686778,22,FRA,AM,24-046,Lyon,1130000,800.84
1552,Mehdi Zerkane,1270,1,1,0,0,16,7,3,1,779,23,11,16,1.6,1.6,1.4,40,4,526,624,60,507,33,42,20,0.842948718,17,ALG,DM,22-024,Bordeaux,380000,247.16
1553,Oier Zarraga,1266,1,0,1,1,18,3,5,0,675,14,19,18,1.4,0.6,0.2,28,3,411,534,79,352,25,12,6,0.769662921,19,ESP,CM,22-224,Athletic Club,1500000,221.9
1554,Goncalo Paciencia,1265,4,1,1,2,49,15,5,0,526,12,2,6,5,3.4,1.1,28,4,197,322,29,325,19,46,24,0.611801242,39,POR,FW,27-027,Eint Frankfurt,1140000,340.805
1555,Luka Jovic,1263,5,4,0,0,41,10,3,0,510,3,2,6,5.3,5.3,1.5,31,5,277,356,44,314,19,32,17,0.778089888,16,SRB,FW,23-234,Real Madrid,12500000,1178.05
1556,Eddie Nketiah,1258,7,2,0,0,41,18,3,0,511,12,4,15,6,6,2.6,37,3,251,323,27,292,33,42,21,0.777089783,30,ENG,FW,22-186,Arsenal,2340000,922.52
1557,Hianga Mananga Mbock,1257,0,0,0,0,13,1,4,0,601,22,8,7,0.5,0.5,0,12,1,442,490,51,395,19,24,19,0.902040816,28,FRA,DM,21-222,Brest,60000,73.8
1558,Jacopo Sala,1255,1,0,0,0,4,2,4,0,876,39,19,11,0,0,1,26,1,644,753,65,488,13,18,8,0.855245684,7,ITA,CM,29-266,Spezia,740000,38.097
1559,Eden Hazard,1249,3,3,0,0,22,12,3,0,865,9,5,6,2.3,2.3,2.9,71,4,657,747,54,628,66,53,39,0.879518072,7,BEL,LW,30-219,Real Madrid,31250000,1178.05
1560,Ruben Pena,1248,1,1,0,0,9,4,2,0,816,27,18,21,1,1,1.7,26,4,481,647,37,467,45,52,32,0.743431221,20,ESP,"RB,CM",30-029,Villarreal,1160000,503.3
1561,Gaston Pereiro,1247,6,4,0,0,35,14,1,0,650,16,2,14,3.4,3.4,2.9,60,6,339,509,67,366,46,26,13,0.666011788,20,URU,FW,26-073,Cagliari,1790000,235.996
1562,Daniel Didavi,1247,4,4,0,0,30,10,3,0,656,22,4,14,3.6,3.6,3.6,50,6,368,522,71,387,27,21,10,0.704980843,10,GER,AM,31-174,Stuttgart,2100000,175.73
1563,Isco,1239,1,2,0,0,29,6,2,0,1153,22,4,8,2.3,2.3,3.1,64,5,870,1005,151,826,52,69,48,0.865671642,22,ESP,RM,29-115,Real Madrid,13120000,1178.05
1564,Felipe Caicedo,1236,9,2,1,1,42,14,6,0,500,13,4,9,6.8,6,1.9,38,5,239,344,25,265,11,24,10,0.694767442,9,ECU,FW,33-042,Genoa,4630000,511.115
1565,Ajdin Hrustic,1236,3,0,0,0,36,12,4,0,1022,22,14,20,1.5,1.5,0.7,40,2,672,844,87,619,21,30,16,0.796208531,7,AUS,DM,25-040,Eint Frankfurt,180000,340.805
1566,Xherdan Shaqiri,1235,2,5,0,0,24,5,2,0,869,14,4,6,0.9,0.9,4.4,56,5,620,777,92,587,15,18,12,0.797940798,29,SUI,RW,29-337,Lyon,4200000,800.84
1567,Jeroen Zoet,1233,0,0,0,0,0,0,1,0,586,1,0,0,0,0,0,2,1,409,543,0,348,0,0,0,0.753222836,1,NED,GK,30-229,Spezia,1280000,38.097
1568,Florentino Luis,1233,0,1,0,0,4,1,3,0,758,49,27,22,0.2,0.2,0.4,22,1,483,602,49,370,6,13,8,0.802325581,5,POR,CM,22-030,Getafe,1320000,146.8
1569,Dan-Axel Zagadou,1228,0,0,0,0,5,2,2,0,1304,15,21,17,0.3,0.3,0,11,1,1014,1158,57,852,5,8,5,0.875647668,5,FRA,DM,22-156,Dortmund,230000,1092.74
1570,Japhet Tanganga,1222,0,0,0,0,9,2,6,1,775,19,12,19,1,1,0.8,6,0,528,646,34,395,21,20,14,0.817337461,25,ENG,RB,22-137,Tottenham,1200000,699.47
1571,Ambroise Oyongo,1217,2,1,0,0,7,4,6,0,805,26,14,8,0.5,0.5,0.4,17,1,487,664,47,464,17,10,5,0.733433735,8,CMR,LB,30-172,Montpellier,450000,160.75
1572,Facundo Pellistri,1214,0,0,0,0,12,4,0,0,433,17,10,13,1.1,1.1,0.4,23,0,178,268,19,280,45,49,26,0.664179104,18,URU,RW,19-237,Alavés,1110000,82.63
1573,Wuilker Farinez,1212,0,0,0,0,0,0,0,0,358,0,0,0,0,0,0,1,0,254,332,0,213,0,0,0,0.765060241,1,VEN,GK,23-263,Lens,470000,57.6
1574,Almamy Toure,1210,1,1,0,0,21,6,4,0,754,30,13,15,2.8,2.8,2.1,31,3,384,570,42,342,23,22,12,0.673684211,18,MLI,RM,25-158,Eint Frankfurt,1700000,340.805
1575,Valon Behrami,1203,0,0,0,0,5,1,6,1,400,24,10,17,0.7,0.7,0.2,12,2,206,284,31,172,7,4,2,0.725352113,11,SUI,WB,36-132,Genoa,640000,511.115
1576,Augusto Solari,1200,2,2,0,0,12,4,7,0,841,42,13,27,1.3,1.3,2.3,38,3,434,647,33,439,21,32,16,0.670788253,21,ARG,DM,29-224,Celta Vigo,1350000,187.272
1577,Gareth Bale,1200,12,2,0,0,53,25,3,0,666,19,10,15,6.7,6.7,2,49,6,330,481,51,381,37,53,28,0.686070686,18,WAL,RW,32-029,Real Madrid,34000000,1178.05
1578,M'Baye Niang,1199,4,1,0,0,37,13,3,0,428,7,2,11,4.4,4.4,1.8,18,2,158,259,12,262,11,22,6,0.61003861,23,SEN,FW,26-302,Bordeaux,1130000,247.16
1579,Eric Maxim Choupo-Moting,1197,7,2,0,0,35,21,2,0,515,18,7,7,6.9,6.9,2.4,36,6,276,361,34,312,16,38,29,0.764542936,13,CMR,AM,32-143,Bayern Munich,3500000,597.25
1580,Pablo Martinez,1196,0,2,0,0,11,1,3,0,714,25,26,12,0.4,0.4,0.9,14,2,422,555,41,405,14,17,7,0.76036036,25,ESP,CM,23-173,Levante,500000,129.3
1581,Jason,1194,0,1,0,0,16,2,7,1,562,24,18,15,1.2,1.2,2.4,51,4,222,387,27,287,32,41,16,0.573643411,23,ESP,RM,27-038,Valencia,1050000,504.3
1582,Takumi Minamino,1190,6,0,0,0,27,11,2,0,612,14,7,16,4.3,4.3,1,30,3,352,472,28,365,24,25,12,0.745762712,18,JPN,LM,26-287,Liverpool,3900000,852.97
1583,Aaron Ramsey,1188,2,4,0,0,24,11,2,0,925,22,8,13,4.1,4.1,3.3,61,9,681,794,76,527,38,13,10,0.85768262,8,WAL,CM,30-239,Juventus,8970000,1577.673
1584,Andi Zeqiri,1187,2,1,0,0,37,10,2,0,389,17,2,11,3.7,3.7,0.9,27,4,135,217,21,205,12,22,10,0.622119816,21,SUI,FW,22-081,Augsburg,1610000,132.01
1585,Lukas Klunter,1184,0,0,0,0,0,0,1,0,726,11,13,4,0,0,0.6,14,3,481,638,46,394,17,16,10,0.753918495,13,GER,RB,25-081,Hertha BSC,730000,316.645
1586,Morgan Sanson,1182,2,3,0,0,12,3,2,0,668,33,19,25,0.9,0.9,2.8,19,4,379,504,53,399,36,35,22,0.751984127,8,FRA,LM,27-105,Aston Villa,2500000,523.44
1587,Trezeguet,1177,2,1,0,0,36,12,0,0,518,33,19,13,3.8,3.8,2.1,35,2,229,323,36,286,31,32,18,0.708978328,17,EGY,RW,27-093,Aston Villa,2730000,523.44
1588,Aimen Moueffek,1175,0,0,0,0,5,1,4,0,789,32,11,20,0.2,0.2,0.4,24,0,475,605,58,421,35,51,28,0.785123967,29,FRA,"LM,RM",20-196,Saint-Étienne,210000,178.1
1589,Jamie Shackleton,1170,0,0,0,0,4,1,4,0,753,37,17,14,0.1,0.1,0.2,18,2,544,623,47,367,27,20,14,0.873194222,46,ENG,CM,21-317,Leeds United,78000,165.7
1590,Julian Baumgartlinger,1160,2,0,0,0,7,4,2,0,837,46,14,13,0.9,0.9,0.1,20,2,619,721,54,423,5,6,6,0.85852982,15,AUT,DM,33-224,Leverkusen,2300000,585.95
1591,Bosko Sutalo,1153,0,0,0,0,5,1,0,0,816,25,19,12,0.1,0.1,0.1,10,1,497,647,43,384,21,22,12,0.768160742,31,CRO,WB,21-238,Hellas Verona,460000,177.008
1592,Juan Bernat,1152,0,0,0,0,1,1,4,0,926,29,9,12,0.1,0.1,1,13,1,742,806,41,569,24,28,17,0.920595533,14,ESP,LB,28-228,Paris S-G,8400000,1076.2
1593,Islam Slimani,1152,4,2,0,0,30,11,3,1,545,10,3,8,5.7,5.7,2.4,29,3,322,428,36,302,16,11,4,0.752336449,20,ALG,CM,33-050,Lyon,4560000,800.84
1594,Rayan Cherki,1138,1,4,0,0,32,8,2,1,783,11,5,5,1.6,1.6,2.4,58,9,477,610,66,562,84,109,66,0.781967213,18,FRA,LW,17-355,Lyon,300000,800.84
1595,Aymen Barkok,1137,2,3,0,0,21,7,5,0,771,35,15,19,1.7,1.7,3.1,44,7,414,565,55,409,33,52,27,0.732743363,27,MAR,AM,23-085,Eint Frankfurt,210000,340.805
1596,Sekou Mara,1134,7,2,1,1,41,20,2,0,440,13,3,7,5.7,4.9,1,28,5,166,259,18,257,12,36,13,0.640926641,11,FRA,FW,19-009,Bordeaux,220000,247.16
1597,Eric Bailly,1133,0,0,0,0,2,0,4,0,766,10,16,17,0.1,0.1,0,5,1,565,649,42,484,7,5,4,0.870570108,3,CIV,CB,27-208,Manchester Utd,4160000,947.13
1598,Ebrima Colley,1128,1,0,0,0,29,12,2,0,566,17,9,14,2.5,2.5,2.2,35,0,263,382,35,386,45,49,30,0.688481675,19,GAM,"LW,RW",21-203,Spezia,370000,38.097
1599,Noah Katterbach,1127,0,0,0,0,9,2,1,0,798,19,23,7,0.1,0.1,1.2,28,2,517,676,60,466,27,27,20,0.764792899,3,GER,LB,20-185,Köln,100000,132.055
1600,Edimilson Fernandes,1124,0,1,0,0,16,6,1,0,619,10,31,14,0.5,0.5,1.6,30,1,361,490,35,343,12,9,6,0.736734694,22,SUI,AM,25-171,Arminia,1820000,10.985
1601,Roberto Piccoli,1117,6,0,0,0,22,14,0,0,396,10,3,5,6.7,6.7,1,17,1,149,236,7,199,11,14,8,0.631355932,99,ITA,AM,20-206,Atalanta,560000,633.372
1602,Radu Dragusin,1109,0,0,0,0,3,0,2,0,554,9,23,15,0.2,0.2,0,8,1,310,426,22,248,7,2,1,0.727699531,19,ROU,"RB,CB",19-261,Sampdoria,930000,462.381
1603,Fode Ballo-Toure,1108,0,3,0,0,4,2,4,0,834,39,9,13,0.5,0.5,0.8,28,6,579,704,44,444,47,19,8,0.822443182,5,SEN,LW,24-252,Milan,1280000,851.405
1604,Bamba Dieng,1104,7,1,1,1,37,18,0,1,347,22,5,9,8.3,7.5,2,22,7,158,212,16,213,24,17,5,0.745283019,12,SEN,LW,21-138,Marseille,40000,321.94
1605,Eliot Matazo,1104,1,1,0,0,7,3,1,1,596,19,14,12,0.9,0.9,0.4,17,3,410,482,53,347,16,23,13,0.850622407,36,BEL,RW,19-195,Monaco,40000,1265.23
1606,James Tomkins,1100,1,0,0,0,6,3,3,0,617,12,8,12,0.6,0.6,0.5,6,0,417,502,13,321,1,1,1,0.830677291,5,ENG,CB,32-203,Crystal Palace,2600000,255.145
1607,Alexis Flips,1099,3,4,1,1,20,10,2,0,715,37,24,21,2,1.2,3,50,4,319,525,30,368,15,30,13,0.607619048,12,FRA,"CM,FW",21-223,Reims,200000,131.05
1608,Jonjoe Kenny,1097,0,1,0,0,5,0,3,1,652,19,21,8,0.1,0.1,0.8,22,2,398,537,37,305,11,9,4,0.741154562,2,ENG,RB,24-187,Everton,780000,830.13
1609,Matteo Gabbia,1094,0,0,0,0,6,0,5,0,886,13,11,10,0.7,0.7,0.1,5,2,708,798,42,513,5,0,0,0.887218045,46,ITA,CB,21-336,Milan,1110000,851.405
1610,Tristan Dingome,1092,2,4,0,0,20,4,3,0,655,23,9,7,0.7,0.7,2.3,40,6,425,567,62,402,5,14,11,0.749559083,5,CMR,RM,30-207,Troyes,220000,21.8
1611,Tachi,1089,0,0,0,0,3,0,5,1,559,17,12,13,0.4,0.4,0.3,5,2,328,462,25,270,0,0,0,0.70995671,2,ESP,CB,24-012,Alavés,155000,82.63
1612,Andrea Conti,1084,1,0,0,0,9,3,4,0,705,26,24,17,0.8,0.8,0.7,17,0,460,573,47,327,26,10,6,0.802792321,14,ITA,RB,27-310,Milan,3700000,851.405
1613,Donny van de Beek,1082,3,1,0,0,9,3,2,0,707,36,14,21,1.7,1.7,1.3,26,3,469,559,40,357,10,25,12,0.838998211,34,NED,"AM,RW",24-146,Manchester Utd,6240000,947.13
1614,Gabriel Silva,1068,0,0,0,0,1,0,2,0,688,19,24,13,0,0,0.2,12,0,422,559,31,334,10,9,2,0.754919499,11,BRA,LB,30-170,Saint-Étienne,730000,178.1
1615,Laszlo Benes,1056,1,2,0,0,17,8,3,0,669,19,11,11,1.1,1.1,1.8,47,4,385,564,39,331,15,8,3,0.682624113,22,SVK,DM,23-338,M'Gladbach,1100000,247.63
1616,Oussama Idrissi,1056,1,1,0,0,26,11,3,0,577,10,5,11,2.3,2.3,1.8,46,5,341,451,41,358,44,52,31,0.756097561,22,MAR,AM,25-170,Sevilla,1480000,807.11
1617,Youssouf Kone,1053,0,1,0,0,9,3,2,1,587,32,10,8,0.2,0.2,1,13,1,346,468,39,380,26,23,16,0.739316239,3,MLI,LB,26-033,Troyes,160000,21.8
1618,Kevin Long,1047,0,0,0,0,6,0,3,0,466,14,7,15,0.5,0.5,0,2,0,270,370,19,189,1,0,0,0.72972973,28,IRL,CB,31-227,Burnley,1200000,257.44
1619,Mark Noble,1044,1,0,1,2,1,0,1,0,812,16,17,11,1.6,0,0.3,19,0,650,743,39,501,13,6,5,0.874831763,16,ENG,LW,34-107,West Ham,2600000,594.61
1620,Andrea Ranocchia,1044,0,1,0,0,11,3,3,0,796,21,16,9,2,2,0.5,11,2,650,694,26,471,4,0,0,0.936599424,13,ITA,CB,33-214,Inter,3330000,1112.366
1621,Marco John,1039,0,0,0,0,5,0,1,0,703,21,17,19,0.1,0.1,2,23,0,429,553,51,346,23,37,16,0.775768535,30,GER,LB,19-134,Hoffenheim,50000,298.42
1622,Alex Oxlade-Chamberlain,1038,3,2,0,0,29,7,0,0,690,19,8,13,1.5,1.5,1.3,31,2,422,550,81,418,39,24,13,0.767272727,15,ENG,RM,27-364,Liverpool,6240000,852.97
1623,Jon Guridi,1037,1,1,0,0,10,3,2,0,566,24,13,11,1.6,1.6,0.8,17,1,346,443,39,337,23,29,17,0.781038375,14,ESP,CM,26-175,Real Sociedad,1000000,205.3
1624,Sebastien De Maio,1033,0,0,0,0,6,1,1,0,568,20,19,22,0.4,0.4,0.2,8,0,365,442,20,280,3,1,1,0.825791855,87,FRA,CB,34-276,Udinese,1110000,321.167
1625,Benjamin Mendy,1031,2,1,0,0,6,2,2,0,847,15,5,12,0.3,0.3,0.3,24,2,620,760,38,461,17,17,13,0.815789474,22,FRA,LB,27-029,Manchester City,4680000,1252.81
1626,Kortney Hause,1027,2,0,0,0,7,3,2,0,580,7,14,12,1.2,1.2,0,3,0,348,454,24,304,3,4,3,0.766519824,30,ENG,CB,26-043,Aston Villa,420000,523.44
1627,Havard Nordtveit,1004,0,0,0,0,4,1,2,0,829,13,23,6,0.2,0.2,0.5,8,0,587,709,56,486,7,7,4,0.827926657,6,NOR,"CB,RB",31-152,Hoffenheim,1700000,298.42
1628,Diego Lainez,1002,0,2,0,0,14,5,5,0,555,10,12,18,0.8,0.8,1.1,36,7,315,413,39,376,53,57,36,0.762711864,20,MEX,RW,21-137,Betis,400000,385.32
1629,Yannik Keitel,1002,0,0,0,0,18,3,2,0,515,23,11,16,1.2,1.2,0.2,14,0,281,388,42,236,4,9,5,0.724226804,14,GER,CM,21-180,Freiburg,70000,190.475
1630,Adam Szalai,993,2,0,0,0,23,9,2,0,432,10,2,6,3.6,3.6,1.2,21,0,153,285,22,248,5,19,9,0.536842105,28,HUN,FW,33-255,Mainz 05,1200000,223.85
1631,Mamadou Coulibaly,992,2,0,0,0,12,4,1,0,554,25,12,11,1.4,1.4,0.2,32,2,309,411,49,296,17,29,20,0.751824818,2,SEN,"RM,CM",22-200,Salernitana,780000,14.35
1632,Kasim Nuhu,992,0,0,0,0,8,1,0,0,780,13,15,8,0.6,0.6,0,9,1,557,669,63,466,17,6,5,0.832585949,15,GHA,CB,26-257,Hoffenheim,980000,298.42
1633,Moussa Doumbia,985,0,1,0,1,18,5,1,0,582,10,10,5,1.3,0.5,2.1,38,6,345,432,50,433,54,53,24,0.798611111,25,MLI,"FW,RB",27-196,Reims,390000,131.05
1634,Maxime Le Marchand,983,1,1,0,0,4,2,6,0,734,19,14,9,0.3,0.3,0,7,1,559,632,36,428,2,3,3,0.884493671,23,FRA,CB,31-322,Strasbourg,400000,102.65
1635,Alberto Soro,971,1,2,0,0,9,5,1,0,426,19,4,28,1.4,1.4,0.9,23,2,217,308,36,223,14,16,8,0.704545455,7,ESP,RW,22-160,Granada,580000,52.25
1636,Javier Ontiveros,957,2,1,1,1,37,10,5,0,647,21,10,12,2.1,1.3,2.2,47,1,379,499,44,412,62,62,36,0.759519038,19,ESP,"LM,FW",24-003,Osasuna,1110000,36.05
1637,Kevin Stoger,957,4,1,0,0,25,10,6,0,845,22,11,11,3.1,3.1,1.8,58,2,518,726,89,437,32,15,13,0.713498623,22,AUT,"LM,CM",27-359,Mainz 05,660000,223.85
1638,Coke,953,1,0,0,0,10,3,2,0,651,27,16,14,0.9,0.9,0.6,10,0,420,526,47,320,11,10,6,0.798479087,23,ESP,RB,34-159,Levante,680000,129.3
1639,Antonin Bobichon,949,0,1,0,0,22,3,0,0,672,24,3,4,0.8,0.8,1.3,46,3,453,565,62,430,20,27,18,0.801769912,23,FRA,CM,25-328,Angers,170000,150.1
1640,Aaron Connolly,947,2,1,0,0,25,8,0,0,207,6,0,6,4.3,4.3,0.1,17,1,86,113,5,128,15,13,5,0.761061947,7,IRL,FW,21-205,Brighton,1200000,447.14
1641,Kepa Arrizabalaga,945,0,0,0,0,0,0,1,0,404,0,0,0,0,0,0,3,0,317,384,2,246,0,0,0,0.825520833,1,ESP,GK,26-351,Chelsea,7800000,1491.716
1642,Ansgar Knauff,944,2,2,0,0,15,5,0,0,552,21,8,16,0.4,0.4,2.1,34,5,249,404,36,311,52,49,28,0.616336634,36,GER,LM,19-258,Dortmund,160000,1092.74
1643,Mijat Gacinovic,932,0,2,0,0,14,2,6,0,629,21,19,14,2.2,2.2,2,29,3,367,497,31,298,17,16,8,0.738430584,20,SRB,AM,26-187,Hoffenheim,820000,298.42
1644,Nikola Vukcevic,928,0,0,0,0,3,0,5,0,469,17,10,10,0.2,0.2,0.2,7,0,332,393,26,240,3,5,4,0.844783715,17,MNE,CM,29-282,Levante,960000,129.3
1645,Fabian Delph,928,0,0,0,0,3,0,3,0,650,23,18,14,0,0,0,10,0,463,542,45,385,4,17,12,0.854243542,8,ENG,LM,31-273,Everton,4160000,830.13
1646,Jose Fontan,928,0,0,0,0,6,3,6,1,668,17,23,7,0.9,0.9,0.1,11,0,455,556,34,391,15,7,6,0.818345324,19,ESP,CB,21-185,Celta Vigo,500000,187.272
